id_assessment,id_student,date_submitted,is_banked,score
27,347,88,0,85.6
28,347,237,0,66.4
25,348,29,0,66.9
26,348,60,0,78.1
27,348,91,0,76.4
28,348,239,0,71.8
5,349,30,0,92.9
6,349,58,0,78.1
7,349,89,0,86.1
8,349,237,0,61.2
5,350,37,0,44.0
6,350,61,0,35.4
7,350,90,0,21.2
8,350,244,0,48.3
13,351,33,0,60.5
14,351,66,0,57.1
15,351,93,0,41.3
16,351,241,0,65.4
1,352,27,0,77.5
2,352,59,0,76.7
3,352,87,0,56.5
4,352,239,0,80.7
9,353,29,0,67.7
10,353,61,0,68.7
13,354,30,0,70.9
14,354,60,0,98.7
15,354,90,0,72.3
16,354,241,0,83.6
25,355,36,0,38.6
26,355,66,0,34.2
27,355,89,0,52.2
28,355,246,0,38.5
25,356,30,0,71.0
26,356,61,0,62.7
27,356,89,0,73.5
28,356,238,0,100.0
5,357,29,0,66.0
6,357,67,0,47.8
7,357,90,0,56.9
8,357,247,0,65.3
25,358,29,0,85.4
26,358,60,0,47.6
27,358,96,0,61.6
28,358,244,0,66.1
1,359,27,0,78.1
2,359,59,0,88.5
3,359,89,0,97.6
4,359,239,0,82.4
21,360,31,0,45.9
21,361,30,0,60.3
22,361,59,0,46.1
23,361,88,0,86.3
24,361,237,0,55.8
25,362,33,0,35.7
26,362,61,0,47.9
27,362,93,0,43.3
28,362,240,0,58.8
5,363,31,0,47.4
6,363,61,0,100.0
7,363,88,0,57.0
8,363,240,0,76.3
25,364,36,0,48.3
26,364,59,0,64.6
27,364,97,0,50.2
28,364,244,0,41.8
1,365,28,0,87.7
2,365,57,0,85.0
3,365,88,0,63.5
4,365,239,0,72.4
13,366,31,0,77.1
14,366,60,0,93.1
15,366,87,0,57.3
16,366,237,0,68.7
13,367,31,0,66.7
14,367,64,0,61.2
15,367,89,0,37.3
16,367,242,0,54.2
9,368,30,0,64.1
10,368,64,0,72.3
11,368,90,0,71.9
12,368,245,0,53.5
1,369,29,0,73.2
2,369,59,0,92.5
3,369,91,0,100.0
4,369,240,0,75.6
21,370,36,0,55.5
22,370,64,0,66.5
23,370,92,0,56.8
24,370,243,0,73.5
9,371,33,0,44.5
10,371,66,0,25.6
11,371,95,0,26.2
12,371,243,0,60.3
17,372,29,0,41.2
9,373,27,0,53.8
10,373,58,0,69.0
11,373,88,0,71.6
12,373,240,0,65.2
9,374,37,0,63.9
10,374,65,0,67.6
11,374,89,0,63.8
12,374,244,0,71.8
25,375,34,0,62.5
26,375,63,0,63.3
27,375,97,0,35.6
28,375,242,0,50.2
1,376,35,0,72.7
2,376,65,0,59.4
3,376,89,0,33.3
4,376,247,0,56.8
21,377,30,0,20.4
22,377,61,0,12.4
23,377,92,0,10.8
24,377,243,0,8.8
21,378,34,0,66.2
22,378,63,0,56.1
23,378,94,0,61.1
24,378,243,0,65.5
9,379,34,0,80.2
10,379,62,0,51.3
11,379,94,0,65.6
12,379,246,0,49.2
5,380,33,0,32.5
6,380,63,0,21.7
7,380,92,0,27.0
8,380,246,0,43.4
1,381,33,0,47.7
2,381,62,0,39.0
3,381,93,0,54.7
4,381,247,0,43.5
25,382,30,0,56.8
26,382,64,0,44.2
25,383,33,0,61.4
26,383,60,0,66.2
5,384,33,0,62.3
6,384,65,0,75.7
1,385,36,0,60.8
2,385,66,0,62.9
3,385,93,0,30.5
4,385,243,0,59.8
1,386,30,0,78.7
2,386,58,0,75.3
3,386,90,0,88.0
4,386,237,0,100.0
1,387,30,0,70.5
2,387,58,0,77.4
3,387,89,0,71.4
4,387,241,0,83.3
21,388,37,0,58.7
25,389,36,0,77.2
26,389,67,0,67.7
27,389,96,0,71.8
28,389,245,0,47.4
5,390,34,0,48.9
21,391,31,0,75.5
22,391,59,0,56.8
23,391,90,0,69.2
24,391,244,0,72.7
5,392,30,0,44.2
6,392,63,0,31.0
7,392,92,0,78.1
8,392,241,0,36.2
9,393,29,0,94.6
10,393,60,0,61.6
11,393,90,0,84.9
12,393,241,0,100.0
17,394,30,0,79.1
18,394,57,0,58.8
19,394,91,0,76.9
20,394,239,0,78.4
21,395,34,0,41.6
22,395,62,0,54.0
23,395,90,0,66.3
24,395,246,0,47.5
25,396,34,0,49.8
1,397,31,0,37.7
2,397,64,0,35.8
5,398,31,0,36.8
6,398,59,0,48.8
5,399,28,0,64.0
6,399,59,0,72.8
7,399,89,0,75.1
8,399,241,0,81.7
9,400,31,0,33.3
10,400,67,0,44.0
25,401,31,0,68.6
26,401,61,0,62.7
27,401,90,0,43.6
28,401,246,0,63.5
21,402,31,0,65.9
22,402,57,0,74.9
23,402,88,0,75.7
24,402,240,0,73.6
9,403,30,0,71.8
10,403,61,0,65.9
11,403,89,0,99.3
12,403,238,0,85.5
25,404,37,0,48.3
26,404,59,0,48.4
27,404,93,0,61.0
28,404,243,0,63.9
13,405,30,0,15.6
14,405,61,0,35.4
13,406,32,0,58.8
14,406,62,0,67.0
13,407,33,0,56.8
14,407,63,0,58.0
15,407,92,0,42.1
16,407,241,0,58.2
5,408,32,0,42.8
25,409,31,0,53.4
26,409,67,0,60.6
27,409,89,0,43.6
28,409,244,0,49.0
1,410,30,0,65.7
2,410,60,0,89.6
3,410,89,0,80.9
4,410,241,0,82.4
5,411,29,0,54.2
6,411,61,0,63.6
7,411,89,0,53.7
8,411,242,0,70.1
5,412,37,0,82.1
6,412,62,0,70.3
7,412,97,0,60.4
8,412,245,0,52.8
5,413,29,0,79.6
6,413,57,0,72.8
7,413,90,0,67.8
8,413,241,0,77.7
1,414,28,0,53.7
2,414,59,0,59.5
3,414,91,0,79.0
4,414,238,0,50.0
1,415,33,0,53.4
2,415,62,0,26.4
3,415,97,0,37.0
4,415,243,0,25.3
17,416,31,0,80.2
18,416,59,0,71.3
19,416,89,0,86.6
20,416,240,0,66.2
25,417,31,0,60.9
26,417,64,0,53.5
27,417,89,0,68.2
28,417,246,0,66.8
1,418,29,0,69.4
2,418,59,0,73.6
3,418,91,0,82.1
4,418,239,0,73.4
9,419,30,0,80.2
10,419,61,0,81.4
11,419,90,0,51.0
12,419,241,0,74.8
13,420,34,0,85.9
14,420,67,0,82.1
15,420,96,0,62.2
16,420,242,0,54.0
25,421,36,0,50.7
26,421,64,0,65.4
27,421,97,0,56.7
28,421,239,0,58.8
17,422,29,0,74.3
18,422,59,0,54.5
19,422,90,0,73.5
20,422,238,0,91.1
21,423,36,0,30.4
22,423,66,0,44.2
23,423,96,0,46.7
24,423,242,0,42.9
17,424,29,0,100.0
18,424,59,0,51.5
19,424,88,0,68.5
20,424,237,0,49.5
9,425,32,0,53.1
10,425,67,0,69.2
5,426,32,0,46.3
6,426,62,0,29.5
25,427,31,0,39.4
26,427,66,0,34.8
21,428,35,0,58.8
22,428,66,0,50.9
23,428,96,0,53.6
24,428,246,0,54.9
1,429,36,0,41.4
2,429,62,0,45.6
21,430,36,0,84.0
22,430,61,0,51.3
23,430,95,0,78.7
24,430,242,0,62.2
1,431,33,0,40.4
2,431,64,0,62.6
3,431,92,0,60.6
4,431,244,0,51.2
21,432,31,0,48.7
22,432,61,0,52.1
23,432,92,0,60.3
24,432,241,0,61.9
21,433,33,0,83.3
22,433,64,0,37.2
23,433,93,0,41.7
24,433,243,0,37.3
1,434,33,0,41.1
2,434,61,0,64.7
3,434,94,0,47.2
4,434,245,0,63.4
13,435,30,0,59.1
1,436,28,0,100.0
2,436,61,0,67.2
3,436,91,0,100.0
4,436,239,0,85.2
13,437,34,0,52.2
25,438,36,0,66.3
26,438,65,0,49.7
28,438,247,0,65.0
1,439,31,0,57.8
2,439,66,0,53.7
3,439,90,0,67.4
4,439,246,0,57.0
9,440,29,0,46.1
10,440,67,0,64.6
11,440,90,0,62.8
12,440,241,0,44.9
25,441,35,0,71.1
26,441,64,0,67.3
9,442,34,0,70.5
10,442,60,0,50.4
11,442,91,0,25.3
12,442,240,0,55.8
1,443,31,0,58.4
2,443,67,0,34.7
3,443,91,0,26.9
4,443,246,0,22.6
13,444,32,0,41.8
14,444,63,0,48.8
13,445,29,0,43.5
14,445,67,0,46.8
15,445,91,0,67.3
16,445,247,0,41.7
17,446,27,0,82.5
18,446,61,0,46.0
19,446,91,0,90.0
20,446,241,0,89.3
9,447,29,0,72.5
10,447,60,0,76.7
11,447,88,0,89.9
12,447,241,0,61.4
25,448,28,0,74.1
26,448,60,0,71.2
27,448,90,0,65.3
28,448,237,0,73.3
13,449,35,0,64.6
14,449,59,0,46.2
15,449,89,0,78.2
16,449,241,0,47.3
9,450,30,0,65.5
10,450,61,0,90.4
11,450,91,0,84.6
12,450,241,0,75.0
25,451,31,0,43.7
26,451,67,0,50.4
27,451,92,0,47.3
28,451,247,0,35.7
25,452,32,0,61.1
13,453,31,0,75.7
14,453,58,0,69.4
15,453,91,0,91.2
16,453,237,0,77.9
1,454,36,0,55.0
2,454,66,0,59.5
3,454,91,0,66.1
4,454,246,0,74.6
17,455,28,0,64.2
18,455,59,0,65.0
20,455,241,0,61.5
13,456,31,0,56.3
14,456,63,0,35.6
15,456,94,0,64.7
16,456,239,0,37.7
5,457,37,0,51.8
6,457,61,0,61.8
7,457,95,0,53.5
8,457,241,0,63.9
17,458,36,0,41.5
18,458,63,0,32.9
19,458,92,0,44.6
20,458,245,0,45.8
21,459,31,0,65.5
22,459,62,0,35.6
23,459,92,0,39.5
24,459,247,0,58.5
1,460,29,0,31.1
4,460,244,0,34.5
21,461,32,0,34.2
22,461,62,0,29.2
23,461,94,0,37.6
24,461,241,0,51.1
1,462,31,0,44.7
21,463,34,0,62.5
22,463,61,0,49.0
23,463,90,0,57.1
24,463,241,0,49.5
9,464,30,0,45.8
10,464,62,0,69.4
11,464,90,0,67.6
12,464,243,0,37.1
1,465,28,0,100.0
2,465,61,0,91.8
3,465,88,0,81.5
4,465,241,0,100.0
25,466,29,0,73.6
5,467,33,0,67.3
6,467,64,0,78.3
7,467,96,0,36.7
8,467,240,0,54.5
17,468,31,0,53.0
18,468,61,0,48.7
5,469,29,0,81.9
6,469,60,0,81.2
7,469,88,0,92.1
8,469,239,0,73.0
25,470,28,0,81.7
26,470,58,0,87.9
27,470,89,0,81.1
28,470,239,0,90.7
21,471,29,0,36.6
22,471,60,0,56.8
23,471,96,0,61.1
24,471,244,0,52.6
21,472,31,0,58.1
22,472,63,0,60.6
23,472,93,0,90.0
24,472,241,0,72.7
13,473,27,0,80.2
14,473,59,0,70.0
15,473,91,0,66.4
16,473,241,0,59.5
13,474,29,0,15.7
17,475,30,0,75.1
18,475,60,0,80.9
19,475,89,0,79.3
20,475,238,0,75.6
21,476,34,0,39.9
22,476,59,0,31.1
21,477,35,0,48.6
22,477,62,0,59.1
23,477,90,0,32.4
24,477,242,0,65.0
1,478,34,0,41.4
2,478,63,0,66.3
3,478,89,0,59.8
4,478,247,0,44.6
17,479,34,0,45.6
18,479,60,0,32.4
19,479,89,0,23.6
20,479,244,0,31.6
1,480,35,0,42.0
2,480,59,0,52.4
3,480,90,0,49.3
4,480,247,0,23.1
9,481,28,0,61.5
10,481,58,0,74.9
11,481,87,0,58.1
12,481,240,0,63.7
21,482,31,0,69.2
22,482,58,0,89.8
23,482,90,0,59.9
24,482,239,0,90.9
5,483,30,0,62.4
6,483,59,0,82.1
7,483,88,0,76.7
8,483,241,0,77.1
21,484,35,0,32.3
22,484,67,0,38.7
13,485,37,0,54.1
14,485,61,0,56.9
15,485,96,0,68.7
16,485,246,0,46.1
5,486,29,0,55.6
9,487,30,0,70.4
10,487,58,0,81.4
11,487,90,0,75.6
12,487,239,0,73.7
13,488,30,0,78.9
14,488,58,0,68.5
15,488,90,0,76.5
16,488,240,0,81.3
21,489,32,0,56.1
17,490,31,0,36.7
25,491,33,0,58.3
26,491,67,0,51.7
27,491,93,0,35.5
28,491,243,0,60.6
25,492,29,0,71.7
26,492,65,0,62.7
27,492,96,0,62.9
28,492,240,0,51.7
21,493,32,0,35.3
17,494,27,0,89.3
18,494,57,0,63.7
19,494,89,0,61.7
20,494,241,0,62.2
9,495,33,0,56.9
10,495,63,0,54.0
11,495,92,0,64.3
12,495,242,0,57.5
9,496,34,0,33.8
10,496,60,0,63.1
11,496,92,0,55.5
12,496,245,0,33.4
1,497,36,0,69.0
9,498,35,0,31.7
25,499,27,0,83.6
26,499,58,0,69.1
27,499,89,0,76.4
28,499,237,0,74.8
9,500,28,0,37.0
10,500,59,0,67.2
11,500,87,0,87.3
12,500,240,0,59.4
1,501,33,0,61.2
4,501,242,0,58.4
17,502,30,0,64.3
18,502,60,0,54.8
19,502,91,0,77.1
20,502,239,0,66.8
25,503,36,0,32.7
26,503,60,0,50.9
27,503,93,0,52.3
28,503,243,0,54.0
25,504,35,0,83.4
5,505,32,0,93.3
6,505,63,0,81.9
7,505,97,0,89.0
8,505,239,0,67.7
13,506,29,0,70.7
13,507,31,0,48.2
14,507,63,0,45.7
15,507,97,0,52.6
16,507,246,0,39.4
5,508,30,0,71.3
6,508,59,0,83.2
7,508,91,0,64.0
8,508,241,0,84.2
5,509,35,0,59.2
6,509,64,0,62.8
7,509,94,0,41.1
8,509,246,0,63.2
5,510,27,0,74.5
6,510,57,0,80.8
7,510,89,0,67.4
8,510,238,0,52.6
25,511,29,0,65.0
26,511,58,0,63.6
27,511,90,0,66.8
28,511,238,0,76.2
21,512,27,0,78.7
22,512,59,0,79.2
23,512,87,0,84.0
24,512,238,0,76.2
21,513,31,0,65.1
22,513,64,0,73.8
21,514,36,0,60.7
22,514,60,0,66.3
23,514,90,0,61.8
24,514,246,0,51.4
25,515,28,0,71.5
26,515,57,0,55.2
27,515,87,0,95.2
28,515,239,0,59.9
1,516,37,0,53.0
2,516,63,0,48.2
3,516,89,0,36.4
4,516,240,0,72.6
25,517,27,0,93.0
26,517,57,0,98.2
27,517,89,0,77.9
28,517,238,0,81.8
1,518,30,0,38.4
2,518,66,0,38.9
3,518,89,0,58.7
4,518,242,0,55.0
13,519,29,0,50.6
14,519,61,0,78.9
15,519,91,0,84.2
16,519,241,0,72.8
17,520,37,0,52.1
18,520,67,0,78.5
19,520,97,0,51.8
20,520,245,0,45.7
9,521,30,0,50.3
10,521,59,0,35.4
11,521,96,0,50.1
12,521,239,0,35.9
5,522,29,0,88.9
6,522,64,0,57.4
7,522,93,0,60.8
8,522,244,0,53.8
5,523,29,0,53.3
21,524,31,0,55.0
9,525,32,0,33.3
11,525,90,0,47.0
9,526,35,0,64.6
10,526,61,0,58.7
12,526,242,0,32.2
25,527,30,0,79.3
5,528,30,0,56.7
6,528,57,0,68.8
7,528,88,0,67.3
8,528,238,0,70.1
25,529,31,0,97.4
26,529,57,0,94.3
27,529,90,0,99.1
28,529,241,0,76.4
25,530,31,0,39.2
26,530,61,0,63.8
27,530,96,0,44.6
28,530,240,0,51.5
17,531,37,0,57.0
18,531,65,0,67.0
19,531,96,0,54.9
20,531,246,0,73.1
5,532,30,0,79.2
6,532,60,0,82.6
7,532,88,0,64.7
8,532,239,0,40.8
5,533,33,0,52.7
6,533,67,0,50.0
7,533,94,0,68.7
8,533,239,0,55.8
5,534,29,0,75.6
6,534,58,0,53.0
7,534,87,0,77.2
8,534,240,0,86.9
17,535,31,0,74.4
18,535,63,0,70.6
5,536,31,0,42.2
6,536,67,0,60.2
13,537,34,0,45.2
14,537,62,0,53.8
1,538,30,0,56.9
2,538,60,0,80.8
3,538,90,0,74.0
4,538,238,0,77.9
13,539,29,0,45.2
1,540,29,0,37.9
2,540,65,0,45.5
3,540,93,0,52.1
4,540,244,0,29.4
17,541,31,0,83.8
18,541,59,0,82.5
19,541,90,0,90.5
20,541,240,0,62.7
1,542,30,0,49.2
2,542,62,0,52.0
3,542,90,0,77.5
4,542,240,0,52.6
5,543,34,0,46.7
6,543,62,0,60.2
7,543,95,0,34.6
8,543,244,0,56.1
5,544,31,0,32.6
6,544,65,0,41.6
7,544,93,0,45.4
8,544,242,0,33.4
21,545,32,0,56.6
22,545,66,0,55.5
23,545,92,0,40.6
24,545,247,0,39.1
1,546,30,0,69.2
2,546,60,0,100.0
3,546,88,0,72.5
4,546,238,0,77.6
13,547,36,0,33.8
16,547,242,0,37.1
17,548,31,0,95.1
18,548,61,0,81.2
19,548,89,0,82.9
20,548,240,0,71.0
13,549,31,0,35.4
14,549,60,0,67.6
15,549,91,0,59.1
16,549,238,0,72.7
17,550,35,0,45.8
18,550,61,0,55.7
19,550,92,0,54.7
20,550,245,0,53.5
21,551,32,0,57.6
22,551,61,0,57.9
23,551,95,0,65.2
24,551,243,0,75.8
9,552,32,0,62.3
10,552,60,0,67.2
11,552,91,0,59.8
12,552,247,0,65.3
21,553,27,0,85.3
22,553,61,0,91.4
23,553,88,0,51.1
24,553,237,0,61.9
9,554,37,0,60.3
25,555,31,0,71.6
26,555,59,0,42.0
13,556,37,0,66.0
14,556,64,0,41.0
15,556,89,0,81.8
16,556,239,0,62.6
21,557,27,0,74.8
22,557,61,0,74.7
23,557,90,0,92.3
24,557,241,0,52.4
25,558,30,0,63.8
26,558,57,0,59.8
27,558,87,0,58.9
28,558,237,0,95.7
21,559,30,0,50.5
21,560,37,0,60.1
13,561,29,0,51.4
14,561,60,0,71.7
15,561,92,0,49.7
16,561,244,0,64.9
1,562,37,0,47.7
2,562,66,0,73.0
3,562,96,0,57.7
4,562,242,0,56.1
13,563,28,0,63.1
14,563,59,0,71.0
15,563,91,0,53.8
16,563,239,0,69.3
5,564,34,0,40.7
6,564,60,0,6.9
7,564,94,0,45.0
8,564,242,0,28.2
25,565,37,0,61.0
26,565,62,0,57.9
27,565,95,0,72.9
28,565,242,0,57.3
5,566,28,0,61.6
6,566,58,0,62.7
7,566,89,0,66.4
8,566,239,0,75.8
5,567,34,0,68.7
6,567,66,0,40.9
7,567,90,0,36.4
8,567,246,0,52.1
5,568,30,0,41.4
17,569,30,0,57.3
18,569,62,0,42.1
19,569,96,0,75.2
20,569,239,0,46.9
13,570,27,0,59.3
14,570,58,0,87.6
15,570,88,0,45.2
16,570,238,0,74.3
25,571,36,0,77.5
26,571,60,0,81.2
9,572,36,0,48.6
10,572,66,0,66.7
11,572,96,0,41.2
12,572,247,0,45.2
5,573,37,0,25.8
1,574,29,0,90.7
2,574,58,0,67.7
3,574,91,0,79.9
4,574,237,0,88.7
1,575,34,0,46.8
2,575,64,0,56.7
3,575,90,0,45.6
4,575,247,0,50.7
9,576,30,0,46.9
25,577,28,0,82.7
26,577,60,0,87.2
27,577,90,0,85.9
28,577,241,0,80.1
13,578,29,0,54.3
14,578,66,0,52.4
25,579,34,0,42.8
26,579,65,0,58.8
27,579,93,0,57.5
28,579,239,0,48.0
1,580,33,0,45.6
1,581,34,0,10.9
2,581,64,0,45.2
3,581,93,0,31.0
4,581,243,0,43.8
21,582,28,0,68.5
22,582,57,0,89.8
23,582,91,0,75.7
24,582,241,0,47.7
1,583,29,0,58.5
2,583,59,0,57.4
3,583,94,0,77.5
4,583,247,0,76.7
1,584,32,0,41.2
2,584,60,0,41.6
9,585,29,0,59.9
10,585,60,0,56.0
11,585,88,0,61.0
12,585,238,0,83.0
25,586,33,0,36.7
17,587,27,0,90.1
18,587,59,0,83.0
19,587,90,0,64.9
20,587,237,0,77.2
1,588,31,0,49.1
21,589,30,0,67.3
22,589,59,0,50.4
23,589,90,0,73.3
24,589,239,0,55.2
21,590,29,0,38.8
22,590,64,0,25.8
21,591,32,0,63.6
22,591,67,0,74.6
25,592,33,0,48.1
26,592,59,0,59.8
27,592,96,0,70.2
28,592,245,0,69.2
5,593,33,0,29.5
6,593,65,0,49.3
7,593,94,0,41.4
8,593,239,0,43.8
25,594,37,0,32.8
26,594,65,0,43.7
27,594,97,0,52.0
28,594,241,0,41.0
9,595,30,0,58.1
10,595,60,0,64.2
11,595,94,0,66.9
12,595,239,0,57.3
21,596,33,0,62.8
22,596,65,0,37.2
17,597,28,0,70.3
18,597,57,0,74.1
19,597,87,0,87.9
20,597,238,0,67.1
21,598,33,0,36.2
22,598,67,0,70.9
23,598,93,0,43.5
24,598,239,0,57.2
17,599,29,0,59.3
18,599,63,0,67.4
17,600,33,0,54.4
18,600,67,0,58.9
19,600,93,0,57.5
20,600,244,0,76.2
17,601,29,0,65.0
18,601,64,0,67.0
19,601,96,0,54.7
20,601,245,0,69.3
21,602,31,0,81.4
22,602,58,0,67.5
23,602,91,0,62.6
24,602,241,0,76.2
21,603,30,0,72.8
1,604,29,0,71.8
2,604,61,0,80.6
3,604,87,0,61.2
4,604,237,0,60.4
21,605,31,0,100.0
22,605,57,0,80.2
23,605,88,0,67.7
24,605,239,0,64.2
13,606,37,0,13.8
14,606,62,0,36.3
9,607,33,0,55.7
10,607,66,0,51.2
13,608,30,0,44.1
14,608,61,0,73.3
15,608,91,0,48.8
16,608,243,0,62.3
25,609,33,0,24.1
26,609,67,0,68.5
27,609,94,0,63.7
28,609,241,0,48.3
25,610,28,0,72.5
26,610,61,0,86.9
27,610,89,0,97.8
28,610,237,0,69.4
21,611,32,0,41.6
13,612,28,0,78.7
14,612,61,0,64.2
15,612,91,0,87.1
16,612,239,0,82.6
21,613,34,0,55.0
24,613,244,0,52.7
9,614,36,0,58.4
10,614,60,0,39.0
17,615,35,0,58.2
18,615,62,0,80.8
19,615,94,0,53.6
20,615,247,0,44.6
17,616,31,0,67.5
18,616,61,0,68.1
19,616,88,0,63.5
20,616,239,0,42.5
5,617,35,0,63.6
6,617,66,0,74.7
8,617,245,0,96.4
5,618,34,0,41.6
6,618,63,0,56.1
7,618,96,0,65.8
8,618,241,0,45.7
1,619,29,0,82.5
1,620,31,0,67.1
2,620,59,0,98.3
3,620,88,0,80.8
4,620,237,0,72.9
13,621,29,0,76.4
14,621,58,0,96.6
15,621,88,0,79.8
16,621,239,0,89.1
13,622,29,0,61.0
14,622,58,0,80.9
15,622,87,0,63.0
16,622,241,0,48.3
5,623,36,0,43.5
6,623,60,0,72.2
9,624,30,0,72.4
10,624,58,0,87.1
11,624,88,0,65.8
12,624,241,0,63.2
17,625,30,0,79.4
18,625,61,0,48.2
19,625,89,0,43.3
20,625,243,0,67.6
5,626,29,0,85.8
6,626,59,0,52.6
7,626,89,0,70.9
8,626,241,0,82.2
9,627,34,0,40.8
10,627,64,0,56.3
11,627,97,0,77.7
12,627,239,0,46.6
9,628,31,0,87.7
10,628,57,0,75.0
11,628,90,0,60.0
12,628,237,0,61.7
13,629,30,0,37.2
14,629,66,0,52.1
15,629,89,0,70.7
16,629,245,0,51.2
9,630,28,0,55.7
10,630,59,0,73.2
11,630,91,0,71.4
12,630,238,0,71.4
21,631,32,0,74.8
22,631,63,0,58.2
23,631,91,0,44.6
24,631,240,0,42.6
9,632,30,0,87.3
10,632,64,0,78.9
11,632,97,0,65.7
12,632,247,0,68.0
13,633,27,0,77.7
14,633,61,0,94.2
15,633,90,0,59.3
16,633,239,0,66.9
9,634,27,0,64.8
10,634,59,0,67.3
11,634,88,0,61.3
12,634,239,0,54.7
5,635,34,0,69.6
6,635,67,0,51.2
7,635,93,0,51.5
8,635,242,0,39.9
17,636,29,0,75.2
18,636,59,0,73.2
19,636,88,0,86.1
20,636,239,0,61.6
5,637,28,0,86.0
6,637,60,0,71.1
7,637,90,0,68.0
8,637,238,0,62.9
9,638,28,0,86.1
10,638,57,0,89.7
11,638,89,0,79.3
12,638,238,0,76.3
21,639,33,0,32.4
22,639,59,0,60.4
23,639,95,0,53.9
24,639,247,0,71.6
25,640,30,0,49.3
26,640,66,0,40.9
27,640,92,0,48.4
28,640,246,0,34.2
17,641,35,0,59.3
18,641,61,0,57.7
19,641,91,0,47.0
20,641,243,0,53.1
25,642,35,0,69.3
21,643,34,0,48.1
22,643,61,0,48.8
23,643,96,0,55.2
24,643,240,0,71.9
13,644,28,0,44.0
14,644,59,0,75.5
15,644,90,0,77.3
16,644,238,0,71.6
21,645,29,0,77.5
22,645,57,0,78.7
23,645,87,0,63.4
24,645,239,0,70.6
9,646,29,0,65.6
10,646,67,0,63.6
13,647,28,0,75.0
14,647,60,0,79.5
15,647,89,0,68.0
16,647,237,0,92.5
13,648,29,0,33.2
25,649,30,0,77.6
26,649,59,0,82.0
27,649,88,0,76.6
28,649,240,0,67.0
21,650,30,0,76.0
22,650,57,0,93.4
23,650,88,0,71.8
24,650,239,0,83.4
13,651,31,0,70.7
17,652,32,0,42.8
18,652,65,0,65.2
5,653,37,0,56.7
6,653,62,0,52.3
21,654,30,0,89.8
22,654,61,0,57.0
23,654,90,0,76.1
24,654,240,0,65.6
13,655,29,0,84.6
14,655,59,0,56.7
15,655,88,0,78.9
16,655,239,0,72.5
13,656,31,0,77.9
21,657,30,0,56.7
22,657,66,0,84.8
23,657,97,0,78.7
24,657,243,0,66.0
17,658,27,0,100.0
18,658,60,0,75.8
19,658,90,0,75.0
20,658,238,0,91.2
1,659,35,0,68.7
2,659,67,0,73.7
3,659,90,0,76.3
4,659,241,0,56.2
9,660,33,0,76.6
10,660,63,0,53.4
5,661,36,0,54.4
21,662,27,0,80.4
22,662,58,0,79.2
23,662,89,0,74.6
24,662,238,0,75.2
1,663,27,0,80.7
2,663,60,0,72.0
3,663,88,0,64.9
4,663,241,0,79.7
5,664,37,0,65.7
6,664,60,0,48.6
7,664,93,0,73.7
8,664,240,0,54.1
17,665,28,0,72.1
18,665,61,0,63.0
19,665,91,0,88.9
20,665,239,0,62.1
17,666,30,0,80.3
18,666,61,0,85.2
19,666,91,0,77.1
20,666,240,0,67.9
13,667,31,0,53.5
14,667,58,0,80.0
15,667,91,0,58.3
16,667,240,0,90.2
25,668,36,0,46.9
26,668,64,0,42.1
27,668,91,0,40.2
28,668,242,0,41.7
25,669,29,0,93.1
26,669,57,0,100.0
27,669,90,0,81.6
28,669,238,0,74.1
1,670,33,0,43.1
2,670,66,0,36.9
3,670,91,0,38.1
4,670,239,0,21.4
25,671,31,0,26.0
27,671,91,0,46.2
17,672,27,0,87.7
18,672,60,0,84.5
19,672,89,0,84.3
20,672,237,0,75.2
17,673,35,0,45.3
18,673,59,0,52.8
1,674,33,0,65.9
2,674,64,0,36.9
3,674,95,0,42.8
4,674,239,0,69.7
17,675,30,0,91.9
18,675,57,0,83.0
19,675,89,0,72.9
20,675,239,0,100.0
21,676,31,0,47.9
22,676,63,0,62.3
23,676,95,0,40.5
24,676,245,0,57.7
17,677,31,0,69.0
18,677,57,0,90.9
19,677,91,0,92.4
20,677,237,0,71.6
1,678,29,0,75.1
2,678,60,0,73.6
3,678,87,0,90.2
4,678,238,0,51.4
13,679,27,0,81.2
14,679,60,0,96.0
15,679,89,0,67.5
16,679,237,0,79.9
25,680,27,0,85.6
26,680,61,0,65.0
27,680,88,0,63.0
28,680,239,0,67.6
21,681,29,0,65.4
22,681,59,0,84.8
23,681,91,0,61.6
24,681,237,0,53.5
1,682,32,0,59.6
2,682,64,0,97.2
3,682,92,0,68.0
4,682,241,0,41.1
25,683,29,0,50.8
26,683,65,0,53.2
25,684,34,0,50.5
26,684,64,0,74.5
27,684,92,0,59.5
28,684,247,0,66.3
5,685,29,0,100.0
6,685,59,0,67.7
7,685,87,0,85.1
8,685,238,0,88.6
21,686,30,0,78.6
22,686,58,0,86.0
23,686,91,0,83.7
24,686,241,0,79.3
9,687,30,0,83.1
10,687,57,0,78.9
11,687,90,0,100.0
12,687,238,0,90.2
17,688,28,0,87.6
18,688,58,0,69.5
19,688,89,0,55.6
20,688,240,0,66.6
13,689,37,0,71.0
14,689,60,0,65.7
15,689,92,0,47.8
16,689,240,0,68.6
21,690,34,0,59.7
22,690,66,0,45.3
23,690,89,0,84.3
24,690,242,0,41.5
25,691,32,0,46.3
26,691,67,0,38.3
21,692,30,0,53.6
22,692,61,0,35.7
25,693,31,0,74.5
26,693,57,0,71.0
27,693,91,0,70.7
28,693,237,0,70.1
25,694,31,0,35.4
