id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
686,FFF,2014B,F,South East,HE Qualification,70-80%,0-35,0,30,N,Pass
687,CCC,2014B,M,Scotland,HE Qualification,50-60%,0-35,1,60,N,Pass
688,EEE,2014J,F,Yorkshire,HE Qualification,10-20%,35-55,0,60,Y,Distinction
689,DDD,2014J,F,London,Lower Than A Level,60-70%,35-55,1,90,N,Pass
690,FFF,2014J,M,London,A Level or Equivalent,0-10%,0-35,1,30,N,Fail
691,GGG,2013B,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,Y,Withdrawn
692,FFF,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
693,GGG,2014J,F,Wales,A Level or Equivalent,60-70%,0-35,1,30,Y,Pass
694,GGG,2013B,F,Scotland,HE Qualification,20-30%,0-35,1,90,N,Fail
695,AAA,2014J,F,East Anglian,A Level or Equivalent,40-50%,55<=,0,120,N,Withdrawn
696,BBB,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
697,FFF,2014J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
698,EEE,2014B,M,Scotland,HE Qualification,30-40%,55<=,0,60,N,Withdrawn
699,AAA,2013B,M,Wales,Post Graduate Qualification,0-10%,0-35,0,60,N,Pass
700,AAA,2014J,M,North West,Lower Than A Level,30-40%,55<=,1,120,N,Pass
701,DDD,2014B,M,Wales,HE Qualification,10-20%,35-55,0,60,N,Fail
702,EEE,2014J,F,Yorkshire,Post Graduate Qualification,50-60%,0-35,0,90,N,Fail
703,BBB,2013B,M,Yorkshire,HE Qualification,0-10%,0-35,0,60,N,Fail
704,BBB,2013B,F,London,HE Qualification,0-10%,0-35,0,60,N,Fail
705,AAA,2014J,M,Yorkshire,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
706,DDD,2014B,M,South East,Post Graduate Qualification,20-30%,0-35,0,90,N,Pass
707,AAA,2014J,M,Wales,HE Qualification,80-90%,0-35,1,60,N,Fail
708,EEE,2014J,F,South East,Lower Than A Level,20-30%,0-35,1,60,N,Pass
709,DDD,2014B,F,Yorkshire,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
710,DDD,2013B,F,East Anglian,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
711,EEE,2014J,F,North West,A Level or Equivalent,80-90%,0-35,0,90,N,Fail
712,DDD,2014J,F,Wales,HE Qualification,70-80%,0-35,1,30,N,Withdrawn
713,FFF,2014B,F,North West,Lower Than A Level,10-20%,0-35,0,90,N,Pass
714,FFF,2014J,F,London,A Level or Equivalent,20-30%,35-55,1,60,N,Withdrawn
715,GGG,2013B,F,London,A Level or Equivalent,10-20%,35-55,0,30,N,Fail
716,FFF,2014B,F,Yorkshire,HE Qualification,10-20%,0-35,0,30,N,Withdrawn
717,DDD,2013B,M,North West,Lower Than A Level,20-30%,0-35,0,60,N,Pass
718,DDD,2014B,F,Yorkshire,Lower Than A Level,80-90%,0-35,0,60,N,Distinction
719,BBB,2014B,F,London,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
720,EEE,2014B,F,London,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
721,AAA,2013B,M,Wales,HE Qualification,10-20%,35-55,0,60,Y,Fail
722,GGG,2014J,M,South East,HE Qualification,10-20%,0-35,3,120,N,Distinction
723,FFF,2014B,M,East Anglian,HE Qualification,50-60%,0-35,0,30,N,Fail
724,AAA,2014B,F,North West,Lower Than A Level,70-80%,0-35,1,60,N,Withdrawn
725,FFF,2014J,M,Scotland,HE Qualification,50-60%,0-35,2,120,N,Distinction
726,AAA,2014B,F,London,HE Qualification,60-70%,0-35,0,60,N,Distinction
727,FFF,2014J,M,South East,HE Qualification,20-30%,0-35,0,120,N,Fail
728,AAA,2013B,M,Yorkshire,HE Qualification,90-100%,0-35,0,60,N,Fail
729,DDD,2014J,F,Scotland,A Level or Equivalent,80-90%,55<=,1,60,N,Pass
730,EEE,2014J,M,Scotland,Lower Than A Level,80-90%,0-35,2,90,N,Withdrawn
731,FFF,2014J,M,Wales,A Level or Equivalent,60-70%,35-55,3,30,N,Fail
732,CCC,2014J,M,North West,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
733,GGG,2014J,M,Yorkshire,A Level or Equivalent,0-10%,0-35,2,60,N,Pass
734,FFF,2014B,M,Yorkshire,A Level or Equivalent,10-20%,0-35,0,30,N,Pass
735,BBB,2014J,F,Scotland,Lower Than A Level,10-20%,35-55,0,60,N,Distinction
736,EEE,2014J,M,North West,Lower Than A Level,40-50%,35-55,0,90,N,Fail
737,FFF,2014B,F,North West,Lower Than A Level,50-60%,35-55,0,30,N,Pass
738,CCC,2014J,M,Wales,Lower Than A Level,10-20%,0-35,0,60,N,Fail
739,FFF,2013B,M,North West,Post Graduate Qualification,70-80%,0-35,0,30,N,Pass
740,GGG,2014J,M,East Anglian,A Level or Equivalent,50-60%,35-55,3,30,N,Pass
741,FFF,2014J,M,London,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
742,FFF,2013B,F,North West,Lower Than A Level,90-100%,0-35,1,30,N,Pass
743,EEE,2013B,F,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass
744,BBB,2013B,M,Scotland,A Level or Equivalent,0-10%,35-55,0,30,Y,Distinction
745,FFF,2013B,M,Yorkshire,Post Graduate Qualification,70-80%,0-35,0,120,N,Withdrawn
746,CCC,2014J,M,South East,A Level or Equivalent,80-90%,35-55,1,90,N,Fail
747,DDD,2014B,F,Yorkshire,HE Qualification,0-10%,0-35,1,60,N,Pass
748,CCC,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
749,CCC,2014J,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass
750,BBB,2014B,M,Scotland,A Level or Equivalent,10-20%,55<=,0,30,Y,Withdrawn
751,GGG,2014J,M,East Anglian,A Level or Equivalent,20-30%,0-35,0,90,N,Distinction
752,BBB,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
753,AAA,2013B,M,Yorkshire,A Level or Equivalent,30-40%,0-35,1,60,N,Pass
754,GGG,2014B,F,Wales,HE Qualification,50-60%,0-35,0,90,N,Distinction
755,DDD,2014B,F,London,A Level or Equivalent,70-80%,35-55,0,90,N,Fail
756,DDD,2014B,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
757,FFF,2014J,F,Yorkshire,A Level or Equivalent,80-90%,0-35,2,60,N,Withdrawn
758,CCC,2014B,M,Yorkshire,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
759,AAA,2013B,F,South East,HE Qualification,90-100%,0-35,0,60,N,Pass
760,FFF,2014B,F,East Anglian,Post Graduate Qualification,10-20%,0-35,1,30,N,Withdrawn
761,BBB,2014B,F,South East,A Level or Equivalent,80-90%,35-55,0,60,Y,Pass
762,DDD,2013B,F,London,HE Qualification,10-20%,0-35,0,60,N,Fail
763,GGG,2014J,M,London,A Level or Equivalent,80-90%,0-35,0,30,Y,Pass
764,GGG,2013B,M,Wales,HE Qualification,60-70%,0-35,1,60,Y,Fail
765,CCC,2013B,F,South East,HE Qualification,50-60%,0-35,1,90,Y,Pass
766,FFF,2014B,M,Scotland,Post Graduate Qualification,80-90%,55<=,0,60,N,Pass
767,EEE,2013B,F,South East,Lower Than A Level,60-70%,35-55,0,120,N,Pass
768,DDD,2014J,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass
769,AAA,2013B,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,Y,Fail
770,CCC,2014B,M,East Anglian,Post Graduate Qualification,80-90%,0-35,0,30,N,Pass
771,EEE,2013B,F,Yorkshire,Post Graduate Qualification,20-30%,35-55,0,60,N,Pass
772,GGG,2014B,M,London,HE Qualification,80-90%,35-55,0,30,N,Distinction
773,AAA,2014J,F,Wales,HE Qualification,50-60%,35-55,3,60,N,Pass
774,FFF,2014B,F,North West,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn
775,FFF,2014B,M,North West,HE Qualification,90-100%,55<=,0,60,N,Distinction
776,GGG,2013B,F,South East,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
777,CCC,2013B,M,Wales,HE Qualification,80-90%,0-35,1,30,N,Pass
778,AAA,2014B,F,South East,Lower Than A Level,70-80%,0-35,2,60,N,Pass
779,BBB,2014B,F,Wales,HE Qualification,30-40%,0-35,3,60,N,Withdrawn
780,FFF,2013B,M,Yorkshire,Lower Than A Level,30-40%,0-35,0,60,N,Pass
781,GGG,2014J,F,Yorkshire,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass
782,EEE,2014B,F,London,HE Qualification,40-50%,0-35,0,30,N,Pass
783,AAA,2013B,F,Yorkshire,Lower Than A Level,0-10%,35-55,1,90,N,Pass
784,AAA,2013B,F,Wales,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
785,DDD,2014B,M,North West,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
786,EEE,2014B,F,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction
787,AAA,2014J,F,London,HE Qualification,50-60%,0-35,0,60,N,Fail
788,EEE,2014B,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass
789,DDD,2014B,F,East Anglian,HE Qualification,20-30%,35-55,0,90,N,Distinction
790,AAA,2014J,M,North West,HE Qualification,40-50%,0-35,0,90,N,Fail
791,AAA,2014B,F,Yorkshire,Post Graduate Qualification,70-80%,55<=,0,60,N,Pass
792,DDD,2014J,M,London,Lower Than A Level,70-80%,35-55,0,60,Y,Withdrawn
793,FFF,2014B,M,East Anglian,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction
794,FFF,2014J,F,East Anglian,Lower Than A Level,40-50%,0-35,1,90,N,Pass
795,DDD,2014B,M,South East,Post Graduate Qualification,0-10%,0-35,0,60,N,Distinction
796,CCC,2014J,M,North West,HE Qualification,80-90%,55<=,0,90,N,Fail
797,GGG,2014J,F,South East,HE Qualification,30-40%,35-55,0,30,N,Fail
798,DDD,2014B,M,East Anglian,Lower Than A Level,60-70%,55<=,2,60,N,Withdrawn
799,CCC,2013B,F,East Anglian,Lower Than A Level,10-20%,35-55,2,60,N,Pass
800,DDD,2013B,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
801,AAA,2013B,M,South East,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
802,CCC,2013B,M,South East,HE Qualification,90-100%,0-35,1,60,N,Fail
803,DDD,2014B,F,Yorkshire,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn
804,GGG,2013B,F,Scotland,A Level or Equivalent,30-40%,55<=,0,60,Y,Fail
805,FFF,2013B,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
806,FFF,2013B,M,North West,Lower Than A Level,90-100%,0-35,0,60,N,Pass
807,DDD,2013B,M,Wales,A Level or Equivalent,50-60%,0-35,1,60,N,Pass
808,AAA,2014B,M,South East,Lower Than A Level,60-70%,0-35,0,60,N,Pass
809,CCC,2014J,F,Yorkshire,A Level or Equivalent,60-70%,0-35,3,90,N,Distinction
810,GGG,2014J,F,Yorkshire,A Level or Equivalent,20-30%,55<=,0,30,N,Pass
811,AAA,2014J,F,South East,HE Qualification,10-20%,35-55,0,60,N,Pass
812,GGG,2014J,F,London,HE Qualification,0-10%,0-35,1,60,N,Pass
813,EEE,2014J,F,South East,Lower Than A Level,40-50%,35-55,1,60,N,Fail
814,BBB,2013B,F,South East,A Level or Equivalent,60-70%,0-35,1,120,N,Fail
815,FFF,2013B,F,Yorkshire,HE Qualification,30-40%,55<=,0,90,Y,Pass
816,FFF,2014B,F,Scotland,No Formal quals,20-30%,35-55,3,30,N,Pass
817,AAA,2013B,M,Scotland,Lower Than A Level,30-40%,0-35,3,60,N,Pass
818,AAA,2013B,M,Scotland,HE Qualification,20-30%,35-55,3,30,N,Pass
819,EEE,2014J,M,Wales,HE Qualification,40-50%,0-35,0,90,N,Pass
820,GGG,2014B,M,Wales,A Level or Equivalent,50-60%,35-55,1,60,N,Pass
821,AAA,2014J,M,London,HE Qualification,20-30%,0-35,0,60,N,Distinction
822,EEE,2014B,M,Yorkshire,No Formal quals,0-10%,0-35,0,60,N,Fail
823,AAA,2014B,M,North West,A Level or Equivalent,10-20%,35-55,0,60,N,Withdrawn
824,EEE,2013B,F,Yorkshire,HE Qualification,40-50%,0-35,0,120,N,Fail
825,EEE,2013B,F,Wales,A Level or Equivalent,10-20%,0-35,3,30,N,Fail
826,AAA,2013B,F,Scotland,HE Qualification,70-80%,35-55,0,120,N,Withdrawn
827,EEE,2014J,M,East Anglian,A Level or Equivalent,10-20%,0-35,0,60,N,Fail
828,GGG,2014J,M,Scotland,HE Qualification,0-10%,35-55,1,30,N,Pass
829,GGG,2013B,M,London,Lower Than A Level,60-70%,35-55,0,90,N,Pass
830,AAA,2014B,F,London,Lower Than A Level,60-70%,0-35,0,60,N,Fail
831,BBB,2014B,F,North West,Post Graduate Qualification,60-70%,55<=,0,90,N,Fail
832,BBB,2014B,F,Yorkshire,HE Qualification,10-20%,0-35,0,60,N,Withdrawn
833,DDD,2013B,F,North West,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
834,BBB,2013B,F,Scotland,Lower Than A Level,80-90%,0-35,1,60,N,Pass
835,FFF,2013B,M,Scotland,A Level or Equivalent,60-70%,35-55,0,120,N,Pass
836,FFF,2013B,M,North West,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
837,FFF,2013B,M,Scotland,No Formal quals,40-50%,0-35,0,60,N,Distinction
838,BBB,2014B,M,East Anglian,Lower Than A Level,80-90%,0-35,2,90,Y,Pass
839,AAA,2014J,M,Yorkshire,Post Graduate Qualification,10-20%,35-55,0,30,N,Fail
840,GGG,2014J,F,Yorkshire,A Level or Equivalent,70-80%,0-35,1,90,N,Pass
841,CCC,2014B,M,Yorkshire,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
842,EEE,2013B,F,Scotland,A Level or Equivalent,80-90%,0-35,0,90,Y,Distinction
843,GGG,2014B,F,East Anglian,A Level or Equivalent,10-20%,0-35,0,90,N,Withdrawn
844,AAA,2013B,F,South East,HE Qualification,50-60%,35-55,0,60,N,Pass
845,AAA,2013B,M,South East,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
846,AAA,2014J,F,Wales,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
847,BBB,2014B,M,East Anglian,A Level or Equivalent,30-40%,0-35,1,30,N,Distinction
848,AAA,2014B,M,London,Post Graduate Qualification,0-10%,35-55,0,90,N,Distinction
849,FFF,2014B,F,North West,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
850,EEE,2013B,F,Wales,HE Qualification,50-60%,0-35,0,90,Y,Fail
851,GGG,2014B,M,London,A Level or Equivalent,60-70%,35-55,0,90,N,Fail
852,FFF,2014B,M,Scotland,A Level or Equivalent,50-60%,35-55,2,30,N,Pass
853,GGG,2014J,M,Yorkshire,HE Qualification,50-60%,0-35,2,30,N,Fail
854,BBB,2014B,M,Wales,HE Qualification,60-70%,0-35,1,30,N,Pass
855,CCC,2013B,M,North West,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
856,FFF,2014J,M,Wales,Lower Than A Level,10-20%,35-55,2,90,N,Fail
857,BBB,2013B,M,Yorkshire,Post Graduate Qualification,0-10%,0-35,1,90,N,Pass
858,AAA,2013B,M,North West,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction
859,EEE,2014B,M,Yorkshire,A Level or Equivalent,10-20%,0-35,0,60,Y,Fail
860,FFF,2014J,M,Yorkshire,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
861,GGG,2013B,F,South East,No Formal quals,60-70%,35-55,1,120,N,Withdrawn
862,GGG,2013B,F,London,Lower Than A Level,50-60%,0-35,0,30,N,Pass
863,AAA,2013B,M,Yorkshire,No Formal quals,10-20%,0-35,0,60,Y,Withdrawn
864,FFF,2014J,F,London,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
865,FFF,2014J,F,Yorkshire,HE Qualification,90-100%,35-55,0,30,N,Distinction
866,EEE,2014J,M,North West,A Level or Equivalent,30-40%,55<=,0,60,N,Pass
867,FFF,2013B,M,East Anglian,A Level or Equivalent,10-20%,35-55,0,60,N,Withdrawn
868,FFF,2014J,M,East Anglian,HE Qualification,50-60%,0-35,0,60,N,Pass
869,DDD,2013B,F,London,HE Qualification,60-70%,0-35,0,30,N,Withdrawn
870,AAA,2014J,M,London,HE Qualification,30-40%,55<=,3,60,N,Fail
871,DDD,2014J,M,East Anglian,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
872,BBB,2014J,M,Scotland,Post Graduate Qualification,70-80%,0-35,0,90,Y,Withdrawn
873,AAA,2014J,F,London,Lower Than A Level,50-60%,0-35,0,60,N,Fail
874,AAA,2013B,M,Wales,Lower Than A Level,70-80%,0-35,0,90,N,Pass
875,EEE,2014B,F,South East,HE Qualification,10-20%,0-35,1,60,N,Distinction
876,DDD,2013B,F,Wales,Lower Than A Level,20-30%,35-55,2,30,N,Withdrawn
877,DDD,2014B,M,London,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
878,FFF,2014B,F,South East,HE Qualification,20-30%,0-35,0,30,N,Withdrawn
879,DDD,2014J,M,Scotland,A Level or Equivalent,90-100%,55<=,0,60,N,Pass
880,EEE,2014B,F,Scotland,HE Qualification,60-70%,55<=,0,60,N,Withdrawn
881,AAA,2014J,F,East Anglian,Post Graduate Qualification,40-50%,0-35,0,90,N,Withdrawn
882,FFF,2013B,F,South East,Lower Than A Level,70-80%,0-35,0,90,N,Pass
883,DDD,2013B,F,South East,HE Qualification,90-100%,35-55,0,60,N,Pass
884,BBB,2014J,F,South East,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
885,FFF,2013B,F,Scotland,A Level or Equivalent,50-60%,55<=,2,60,N,Withdrawn
886,FFF,2014J,M,Wales,HE Qualification,40-50%,0-35,0,90,N,Fail
887,AAA,2014B,M,Scotland,A Level or Equivalent,70-80%,35-55,1,120,N,Pass
888,BBB,2014J,M,Wales,Lower Than A Level,30-40%,0-35,1,60,N,Fail
889,AAA,2014B,M,South East,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
890,BBB,2014B,M,South East,HE Qualification,70-80%,35-55,2,90,N,Pass
891,AAA,2014J,M,London,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
892,EEE,2014J,M,South East,HE Qualification,10-20%,0-35,0,90,N,Pass
893,DDD,2013B,F,North West,HE Qualification,60-70%,0-35,0,60,N,Pass
894,GGG,2014J,F,North West,HE Qualification,70-80%,0-35,0,120,N,Withdrawn
895,FFF,2014B,F,East Anglian,HE Qualification,10-20%,0-35,0,30,N,Pass
896,EEE,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,90,N,Pass
897,DDD,2014B,F,East Anglian,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
898,AAA,2014J,M,London,Lower Than A Level,80-90%,0-35,2,60,N,Distinction
899,AAA,2014B,M,Wales,HE Qualification,10-20%,0-35,0,120,N,Pass
900,EEE,2013B,M,South East,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
901,AAA,2014J,F,London,Post Graduate Qualification,30-40%,0-35,0,90,N,Pass
902,AAA,2013B,M,North West,Post Graduate Qualification,40-50%,35-55,2,30,N,Withdrawn
903,BBB,2014B,M,East Anglian,HE Qualification,20-30%,0-35,0,30,N,Pass
904,GGG,2014J,F,South East,A Level or Equivalent,60-70%,0-35,2,60,N,Withdrawn
905,DDD,2014J,F,South East,HE Qualification,10-20%,0-35,0,60,N,Withdrawn
906,EEE,2014J,M,Yorkshire,No Formal quals,70-80%,0-35,0,30,N,Distinction
907,CCC,2014B,F,Yorkshire,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
908,BBB,2014J,F,Yorkshire,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
909,CCC,2013B,F,South East,Lower Than A Level,30-40%,0-35,0,30,N,Pass
910,AAA,2014J,M,Scotland,Lower Than A Level,50-60%,0-35,2,30,N,Fail
911,FFF,2013B,M,East Anglian,HE Qualification,20-30%,35-55,0,60,Y,Distinction
912,BBB,2014J,M,Scotland,HE Qualification,10-20%,0-35,0,60,Y,Withdrawn
913,CCC,2014B,F,South East,A Level or Equivalent,0-10%,35-55,0,90,N,Fail
914,GGG,2014J,M,Yorkshire,HE Qualification,90-100%,0-35,0,60,N,Pass
915,EEE,2014B,M,Wales,HE Qualification,10-20%,0-35,0,30,N,Withdrawn
916,DDD,2014J,F,South East,Lower Than A Level,0-10%,0-35,1,90,N,Distinction
917,DDD,2014J,F,East Anglian,Lower Than A Level,50-60%,0-35,3,30,N,Pass
918,FFF,2014J,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail
919,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,55<=,0,60,N,Withdrawn
920,EEE,2014B,F,London,A Level or Equivalent,20-30%,0-35,0,120,Y,Pass
921,GGG,2014B,F,East Anglian,A Level or Equivalent,50-60%,55<=,0,90,Y,Withdrawn
922,EEE,2013B,M,Wales,Lower Than A Level,40-50%,0-35,0,30,N,Pass
923,DDD,2013B,F,South East,HE Qualification,10-20%,0-35,0,60,N,Distinction
924,BBB,2013B,F,London,HE Qualification,90-100%,0-35,0,30,N,Withdrawn
925,BBB,2014J,M,South East,HE Qualification,30-40%,55<=,3,60,N,Pass
926,GGG,2014B,F,Yorkshire,Lower Than A Level,60-70%,0-35,2,60,N,Distinction
927,DDD,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
928,CCC,2014J,F,London,A Level or Equivalent,50-60%,0-35,3,90,N,Withdrawn
929,CCC,2013B,M,East Anglian,A Level or Equivalent,90-100%,35-55,1,30,N,Pass
930,EEE,2014J,M,Yorkshire,Lower Than A Level,30-40%,35-55,0,60,N,Fail
931,DDD,2013B,M,South East,HE Qualification,80-90%,35-55,2,90,N,Distinction
932,EEE,2014B,M,East Anglian,A Level or Equivalent,20-30%,35-55,3,60,Y,Withdrawn
933,BBB,2014J,F,South East,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
934,EEE,2013B,F,London,Lower Than A Level,0-10%,55<=,1,90,N,Withdrawn
935,DDD,2014J,M,North West,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
936,GGG,2014B,F,Yorkshire,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
937,BBB,2013B,M,East Anglian,Post Graduate Qualification,60-70%,35-55,1,120,N,Pass
938,BBB,2014J,M,London,A Level or Equivalent,40-50%,35-55,0,30,N,Fail
939,DDD,2013B,F,South East,Post Graduate Qualification,30-40%,0-35,0,30,N,Fail
940,DDD,2014B,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
941,EEE,2014B,F,North West,Post Graduate Qualification,90-100%,0-35,1,30,N,Withdrawn
942,CCC,2013B,M,North West,HE Qualification,30-40%,0-35,1,60,N,Pass
943,GGG,2014B,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
944,DDD,2014B,M,Yorkshire,HE Qualification,90-100%,35-55,0,60,N,Pass
945,AAA,2013B,F,East Anglian,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
946,AAA,2014B,M,Yorkshire,HE Qualification,80-90%,35-55,0,90,Y,Pass
947,GGG,2013B,F,London,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
948,AAA,2014B,M,Scotland,A Level or Equivalent,40-50%,55<=,2,60,N,Distinction
949,GGG,2013B,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
950,BBB,2014J,M,Yorkshire,HE Qualification,90-100%,0-35,0,30,N,Distinction
951,AAA,2014J,M,Scotland,HE Qualification,70-80%,55<=,1,60,N,Pass
952,CCC,2014J,F,Wales,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
953,EEE,2014J,F,Yorkshire,Lower Than A Level,50-60%,55<=,0,60,N,Fail
954,CCC,2013B,F,East Anglian,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
955,FFF,2014B,M,North West,Lower Than A Level,40-50%,0-35,0,60,N,Pass
956,EEE,2013B,F,North West,HE Qualification,30-40%,0-35,2,60,N,Pass
957,CCC,2013B,M,Scotland,A Level or Equivalent,0-10%,35-55,0,90,N,Pass
958,EEE,2014B,F,Scotland,Lower Than A Level,80-90%,0-35,1,30,N,Fail
959,GGG,2014B,M,London,A Level or Equivalent,10-20%,35-55,0,120,N,Fail
960,CCC,2013B,F,South East,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
961,BBB,2013B,M,Yorkshire,Post Graduate Qualification,20-30%,0-35,0,60,N,Pass
962,CCC,2014B,M,Scotland,HE Qualification,20-30%,35-55,1,120,N,Withdrawn
963,FFF,2013B,M,Wales,HE Qualification,40-50%,55<=,2,60,N,Fail
964,BBB,2013B,F,South East,Post Graduate Qualification,90-100%,0-35,0,90,N,Distinction
965,GGG,2014B,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail
966,EEE,2013B,M,Yorkshire,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
967,EEE,2014J,F,North West,HE Qualification,70-80%,0-35,0,30,N,Pass
968,CCC,2014J,M,East Anglian,HE Qualification,70-80%,35-55,2,60,N,Fail
969,GGG,2014J,F,Wales,Post Graduate Qualification,60-70%,0-35,0,30,N,Fail
970,AAA,2013B,F,East Anglian,Lower Than A Level,70-80%,0-35,0,30,N,Withdrawn
971,CCC,2014B,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass
972,CCC,2014J,M,London,HE Qualification,60-70%,35-55,0,90,N,Fail
973,DDD,2014B,F,South East,Lower Than A Level,50-60%,0-35,1,90,N,Fail
974,DDD,2013B,F,London,A Level or Equivalent,0-10%,55<=,0,90,N,Pass
975,BBB,2014J,F,North West,No Formal quals,50-60%,0-35,2,90,N,Distinction
976,BBB,2013B,F,Yorkshire,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
977,AAA,2014J,F,Wales,HE Qualification,30-40%,35-55,1,60,N,Distinction
978,EEE,2013B,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass
979,CCC,2014J,F,North West,A Level or Equivalent,50-60%,55<=,0,60,N,Fail
980,DDD,2013B,M,Wales,HE Qualification,10-20%,35-55,0,60,N,Pass
981,EEE,2014J,M,East Anglian,HE Qualification,70-80%,55<=,0,60,N,Withdrawn
982,EEE,2014B,F,Scotland,HE Qualification,90-100%,0-35,3,30,N,Pass
983,DDD,2013B,F,London,HE Qualification,40-50%,0-35,1,90,N,Distinction
984,EEE,2014J,F,South East,Lower Than A Level,0-10%,35-55,0,60,N,Distinction
985,EEE,2014J,M,East Anglian,HE Qualification,20-30%,35-55,0,60,N,Fail
986,EEE,2014J,F,East Anglian,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn
987,EEE,2014B,F,Scotland,Lower Than A Level,40-50%,0-35,0,120,N,Pass
988,CCC,2013B,M,East Anglian,HE Qualification,30-40%,35-55,0,60,N,Pass
989,BBB,2013B,F,East Anglian,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
990,FFF,2013B,F,London,Lower Than A Level,80-90%,0-35,0,60,N,Pass
991,CCC,2013B,M,Yorkshire,A Level or Equivalent,40-50%,0-35,2,30,N,Fail
992,DDD,2013B,M,East Anglian,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
993,BBB,2014B,M,South East,Lower Than A Level,40-50%,0-35,1,60,N,Pass
994,DDD,2014J,M,South East,Post Graduate Qualification,10-20%,0-35,2,30,N,Distinction
